middle3Letters,last4,first3Letters,last2Letters,first2Letters,last3Letters,percentHardMode,Date,ContestNumber,Word,ReportedResults,NumberInHardMode,1Try,2Tries,3Tries,4Tries,5Tries,6Tries,7Tries,containsA,containsb,containsc,containsd,containse,containsf,containsg,containsh,containsi,containsj,containsk,containsl,containsm,containsn,containso,containsp,containsq,containsr,containss,containst,containsu,containsv,containsw,containsx,containsy,containsz,ProbabilityLetter1,ProbabilityLetter2,ProbabilityLetter3,ProbabilityLetter4,ProbabilityLetter5,Letter1Vowel,Letter2Vowel,Letter3Vowel,Letter4Vowel,Letter5Vowel,commonTri,CommonTrigrams
lce,lcer,ulc,er,ul,cer,0.038128,2022-02-11,237,ulcer,278826,10631,1,4,18,30,28,16,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.035655,0.062396,0.039554,0.102507,0.074652,True,False,False,True,False,0,
ali,alid,val,id,va,lid,0.096308,2022-10-11,479,valid,28575,2752,0,4,28,38,21,8,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.013928,0.088579,0.062396,0.056267,0.030084,False,True,False,True,False,0,
oic,oice,voi,ce,vo,ice,0.081390,2022-07-08,384,voice,42806,3484,1,5,24,35,25,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.013928,0.074095,0.056267,0.039554,0.102507,False,True,True,False,True,0,
wic,wice,twi,ce,tw,ice,0.088594,2022-08-17,424,twice,35815,3173,1,6,28,38,21,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.072423,0.016713,0.056267,0.039554,0.102507,False,False,True,False,True,0,
ric,rice,tri,ce,tr,ice,0.097860,2022-09-19,457,trice,35050,3430,0,5,24,25,18,17,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.072423,0.074652,0.056267,0.039554,0.102507,False,False,True,False,True,0,
mea,mear,sme,ar,sm,ear,0.088066,2022-08-07,414,smear,36223,3190,0,2,16,39,29,12,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.049025,0.030641,0.102507,0.088579,0.074652,False,False,True,True,False,0,
oke,oker,pok,er,po,ker,0.089891,2022-08-15,422,poker,35376,3180,0,4,17,30,27,17,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.035655,0.074095,0.019499,0.102507,0.074652,False,True,False,True,False,0,
hru,hrug,shr,ug,sh,rug,0.087943,2022-08-19,426,shrug,33965,2987,0,4,23,36,26,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.049025,0.038997,0.074652,0.035655,0.028412,False,False,False,True,False,0,
ake,aker,bak,er,ba,ker,0.099351,2022-11-16,515,baker,25576,2541,0,5,16,23,24,22,10,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017270,0.088579,0.019499,0.102507,0.074652,False,True,False,True,False,0,
eri,erit,mer,it,me,rit,0.087021,2022-08-22,429,merit,35888,3123,0,7,33,37,17,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.030641,0.102507,0.074652,0.056267,0.072423,False,True,False,True,False,0,
eca,ecap,rec,ap,re,cap,0.090693,2022-09-21,459,recap,31976,2900,0,5,30,35,21,8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.074652,0.102507,0.039554,0.088579,0.035655,False,True,False,True,False,0,
ndu,ndue,und,ue,un,due,0.097561,2022-11-29,528,undue,23739,2316,0,3,19,35,29,13,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.035655,0.049025,0.030084,0.035655,0.102507,True,False,False,True,True,0,
ora,oray,for,ay,fo,ray,0.064325,2022-04-07,292,foray,117761,7575,0,2,14,31,31,19,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.018384,0.074095,0.074652,0.088579,0.033983,False,True,False,True,True,0,
ram,ramp,cra,mp,cr,amp,0.085834,2022-07-31,407,cramp,39250,3369,1,8,26,33,19,10,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.039554,0.074652,0.088579,0.030641,0.035655,False,False,True,False,False,0,
obo,obot,rob,ot,ro,bot,0.027008,2022-01-20,215,robot,243964,6589,1,8,29,34,20,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.074652,0.074095,0.017270,0.074095,0.072423,False,True,False,True,False,0,
ouc,ouch,vou,ch,vo,uch,0.077085,2022-05-25,340,vouch,62723,4835,0,2,9,25,33,24,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.013928,0.074095,0.035655,0.039554,0.038997,False,True,True,False,False,0,
loo,loom,glo,om,gl,oom,0.077773,2022-06-06,352,gloom,58478,4548,0,2,14,35,35,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.028412,0.062396,0.074095,0.074095,0.030641,False,False,True,True,False,0,
lyp,lyph,gly,ph,gl,yph,0.099254,2022-11-18,517,glyph,29208,2899,0,2,23,49,20,5,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.028412,0.062396,0.033983,0.035655,0.038997,False,False,True,False,False,0,
lie,lien,ali,en,al,ien,0.087408,2022-08-06,413,alien,38841,3395,3,17,31,29,15,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.088579,0.062396,0.056267,0.102507,0.049025,True,False,True,True,False,0,
odg,odge,dod,ge,do,dge,0.038531,2022-02-18,244,dodge,265238,10220,1,3,15,29,27,19,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.030084,0.074095,0.030084,0.028412,0.102507,False,True,False,False,True,0,
adg,adge,bad,ge,ba,dge,0.071856,2022-05-06,321,badge,76292,5482,0,4,20,35,26,12,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017270,0.088579,0.030084,0.028412,0.102507,False,True,False,False,True,0,
edg,edge,wed,ge,we,dge,0.085462,2022-07-15,391,wedge,39234,3353,0,2,11,32,37,17,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.016713,0.102507,0.030084,0.028412,0.102507,False,True,False,False,True,0,
idg,idge,mid,ge,mi,dge,0.084609,2022-07-23,399,midge,36769,3111,0,2,18,39,28,10,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030641,0.056267,0.030084,0.028412,0.102507,False,True,False,False,True,0,
udg,udge,jud,ge,ju,dge,0.102094,2022-12-26,555,judge,20011,2043,0,2,8,16,26,33,14,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002228,0.035655,0.030084,0.028412,0.102507,False,True,False,False,True,0,
tor,tory,sto,ry,st,ory,0.068275,2022-05-02,317,story,95643,6530,1,10,23,29,24,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.049025,0.072423,0.074095,0.074652,0.033983,False,False,True,False,True,0,
lor,lory,glo,ry,gl,ory,0.091815,2022-09-23,461,glory,31509,2893,0,6,30,39,19,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.028412,0.062396,0.074095,0.074652,0.033983,False,False,True,False,True,0,
arv,arva,lar,va,la,rva,0.073714,2022-04-30,315,larva,77991,5749,0,2,10,25,35,23,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.062396,0.088579,0.074652,0.013928,0.088579,False,True,False,False,True,0,
har,harm,cha,rm,ch,arm,0.088148,2022-09-02,440,charm,35724,3149,1,12,32,34,16,5,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.039554,0.038997,0.088579,0.074652,0.030641,False,False,True,False,False,0,
las,lass,gla,ss,gl,ass,0.072786,2022-05-19,334,glass,70920,5162,0,4,19,33,27,14,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.028412,0.062396,0.088579,0.049025,0.049025,False,False,True,False,False,0,
las,lass,cla,ss,cl,ass,0.093893,2022-09-08,446,class,31962,3001,0,4,21,32,22,13,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.039554,0.062396,0.088579,0.049025,0.049025,False,False,True,False,False,0,
eav,eave,lea,ve,le,ave,0.095596,2022-10-01,469,leave,28202,2696,0,4,16,34,31,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.062396,0.102507,0.088579,0.013928,0.102507,False,True,True,False,True,0,
rav,rave,bra,ve,br,ave,0.095875,2022-11-20,519,brave,24991,2396,1,6,17,27,27,18,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.017270,0.074652,0.088579,0.013928,0.102507,False,False,True,False,True,0,
nol,noll,kno,ll,kn,oll,0.032232,2022-01-24,219,knoll,258038,8317,1,1,11,29,33,21,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.019499,0.049025,0.074095,0.062396,0.062396,False,False,True,False,False,0,
tol,toll,ato,ll,at,oll,0.077761,2022-05-30,345,atoll,60969,4741,0,6,28,36,21,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.088579,0.072423,0.074095,0.062396,0.062396,True,False,True,False,False,0,
rol,roll,dro,ll,dr,oll,0.081248,2022-06-28,374,droll,47312,3844,0,2,16,31,31,17,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.030084,0.074652,0.074095,0.062396,0.062396,False,False,True,False,False,0,
oyl,oyly,coy,ly,co,yly,0.096823,2022-08-02,409,coyly,34909,3380,0,0,4,17,28,35,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.039554,0.074095,0.033983,0.062396,0.033983,False,True,True,False,True,0,
oun,ount,mou,nt,mo,unt,0.034507,2022-01-27,222,mount,331844,11451,1,9,29,33,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.030641,0.074095,0.035655,0.049025,0.072423,False,True,True,False,False,0,
aun,aunt,tau,nt,ta,unt,0.092320,2022-09-06,444,taunt,32734,3022,0,4,19,27,21,16,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.072423,0.088579,0.035655,0.049025,0.072423,False,True,True,False,False,0,
ors,orso,tor,so,to,rso,0.094668,2022-12-03,532,torso,23873,2260,0,4,35,36,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.072423,0.074095,0.074652,0.049025,0.074095,False,True,False,False,True,0,
gre,gret,egr,et,eg,ret,0.084161,2022-07-02,378,egret,41765,3515,0,3,14,33,33,15,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.102507,0.028412,0.074652,0.102507,0.072423,True,False,False,True,False,0,
ape,aper,tap,er,ta,per,0.095101,2022-12-18,547,taper,22166,2108,0,8,28,30,20,11,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.072423,0.088579,0.035655,0.102507,0.074652,False,True,False,True,False,0,
eni,enim,den,im,de,nim,0.096343,2022-10-20,488,denim,28741,2769,0,5,29,40,20,5,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.030084,0.102507,0.049025,0.056267,0.030641,False,True,False,True,False,0,
att,atty,pat,ty,pa,tty,0.083345,2022-08-09,416,patty,36223,3019,0,2,16,39,29,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.035655,0.088579,0.072423,0.072423,0.033983,False,True,False,False,True,0,
run,rung,wru,ng,wr,ung,0.039106,2022-01-30,225,wrung,294687,11524,0,2,18,39,27,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.016713,0.074652,0.035655,0.049025,0.028412,False,False,True,False,False,0,
lun,lung,slu,ng,sl,ung,0.071611,2022-05-12,327,slung,75673,5419,0,2,16,37,31,13,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.049025,0.062396,0.035655,0.049025,0.028412,False,False,True,False,False,0,
luf,luff,flu,ff,fl,uff,0.085523,2022-07-06,382,fluff,47344,4049,0,0,4,25,44,23,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.018384,0.062396,0.035655,0.018384,0.018384,False,False,True,False,False,0,
luf,luff,blu,ff,bl,uff,0.084893,2022-07-30,406,bluff,37353,3171,0,2,14,42,31,10,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017270,0.062396,0.035655,0.018384,0.018384,False,False,True,False,False,0,
aus,ause,pau,se,pa,use,0.044221,2022-02-10,236,pause,304830,13480,1,8,26,32,21,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.035655,0.088579,0.035655,0.049025,0.102507,False,True,True,False,True,0,
omm,omma,com,ma,co,mma,0.064146,2022-04-06,291,comma,117856,7560,0,2,13,33,33,17,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.039554,0.074095,0.030641,0.030641,0.088579,False,True,False,False,True,0,
liv,live,oli,ve,ol,ive,0.067830,2022-04-23,308,olive,95562,6482,1,6,25,34,23,10,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.074095,0.062396,0.056267,0.013928,0.102507,True,False,True,False,True,0,
riv,rive,dri,ve,dr,ive,0.091925,2022-11-23,522,drive,26663,2451,1,12,32,30,18,6,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.030084,0.074652,0.056267,0.013928,0.102507,False,False,True,False,True,0,
loo,loor,flo,or,fl,oor,0.095205,2022-10-14,482,floor,28906,2752,0,3,23,44,24,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.018384,0.062396,0.074095,0.074095,0.074652,False,False,True,True,False,0,
aul,ault,fau,lt,fa,ult,0.095623,2022-10-24,492,fault,28947,2768,0,7,27,35,22,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.018384,0.088579,0.035655,0.062396,0.072423,False,True,True,False,False,0,
lea,lean,gle,an,gl,ean,0.086941,2022-08-11,418,glean,37301,3243,0,6,23,37,24,8,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.028412,0.062396,0.102507,0.088579,0.049025,False,False,True,True,False,0,
lea,lean,cle,an,cl,ean,0.091884,2022-11-26,525,clean,26381,2424,1,17,36,31,12,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.039554,0.062396,0.102507,0.088579,0.049025,False,False,True,True,False,0,
ayo,ayou,bay,ou,ba,you,0.078027,2022-05-29,344,bayou,56839,4435,0,6,17,33,29,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.017270,0.088579,0.033983,0.074095,0.035655,False,True,True,True,True,0,
mit,mite,smi,te,sm,ite,0.078847,2022-06-24,370,smite,50617,3991,0,6,23,35,24,11,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.049025,0.030641,0.056267,0.072423,0.102507,False,False,True,False,True,0,
rit,rite,tri,te,tr,ite,0.087246,2022-07-20,396,trite,42237,3685,0,4,14,22,22,23,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.072423,0.074652,0.056267,0.072423,0.102507,False,False,True,False,True,0,
nit,nite,uni,te,un,ite,0.093749,2022-11-10,509,unite,27467,2575,1,11,31,33,18,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.035655,0.049025,0.056267,0.072423,0.102507,True,False,True,False,True,0,
ead,eady,bea,dy,be,ady,0.079629,2022-06-25,371,beady,46089,3670,0,3,19,39,29,10,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.017270,0.102507,0.088579,0.030084,0.033983,False,True,True,False,True,0,
sse,sset,ass,et,as,set,0.074903,2022-05-26,341,asset,63188,4733,0,7,28,34,21,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.088579,0.049025,0.049025,0.102507,0.072423,True,False,False,True,False,0,
pse,pset,ups,et,up,set,0.085020,2022-07-29,405,upset,37791,3213,0,5,30,38,20,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.035655,0.035655,0.049025,0.102507,0.072423,True,False,False,True,False,0,
nse,nset,ons,et,on,set,0.089394,2022-08-30,437,onset,33660,3009,0,4,29,40,21,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.074095,0.049025,0.049025,0.102507,0.072423,True,False,False,True,False,0,
ont,onth,mon,th,mo,nth,0.046754,2022-03-09,263,month,201799,9435,1,5,26,37,22,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.030641,0.074095,0.049025,0.072423,0.038997,False,True,False,False,False,0,
inc,inch,cin,ch,ci,nch,0.089531,2022-07-26,402,cinch,39171,3507,0,2,15,24,22,25,13,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.039554,0.056267,0.049025,0.039554,0.038997,False,True,False,False,False,0,
loo,lood,flo,od,fl,ood,0.075266,2022-06-07,353,flood,58991,4440,0,3,20,40,28,8,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.018384,0.062396,0.074095,0.074095,0.030084,False,False,True,True,False,0,
riz,rize,pri,ze,pr,ize,0.089579,2022-08-31,438,prize,35343,3166,0,5,12,20,32,26,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.035655,0.074652,0.056267,0.002786,0.102507,False,False,True,False,True,0,
oya,oyal,roy,al,ro,yal,0.063312,2022-04-12,297,royal,114907,7275,1,5,24,36,23,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.074652,0.074095,0.033983,0.088579,0.062396,False,True,True,True,False,0,
gap,gape,aga,pe,ag,ape,0.084572,2022-07-07,383,agape,43407,3671,0,2,18,36,27,15,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.088579,0.028412,0.088579,0.035655,0.102507,True,False,True,False,True,0,
hie,hief,chi,ef,ch,ief,0.089612,2022-08-29,436,chief,34281,3072,1,6,32,38,18,5,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039554,0.038997,0.056267,0.102507,0.018384,False,False,True,True,False,0,
eve,ever,sev,er,se,ver,0.084207,2022-07-04,380,sever,42645,3591,0,2,13,27,29,21,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.049025,0.102507,0.013928,0.102507,0.074652,False,True,False,True,False,0,
ive,iver,liv,er,li,ver,0.083553,2022-07-14,390,liver,40549,3388,0,4,16,26,25,20,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.062396,0.056267,0.013928,0.102507,0.074652,False,True,False,True,False,0,
eac,each,pea,ch,pe,ach,0.075759,2022-06-03,349,peach,65431,4957,1,13,38,32,13,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035655,0.102507,0.088579,0.039554,0.038997,False,True,True,False,False,0,
and,andy,dan,dy,da,ndy,0.097843,2022-10-07,475,dandy,29026,2840,0,2,11,23,29,24,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.030084,0.088579,0.049025,0.030084,0.033983,False,True,False,False,True,0,
dor,dore,ado,re,ad,ore,0.093756,2022-12-04,533,adore,25577,2398,2,17,32,29,15,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.088579,0.030084,0.074095,0.074652,0.102507,True,False,True,False,True,0,
llo,llow,all,ow,al,low,0.054475,2022-03-19,273,allow,156311,8515,0,5,21,32,26,14,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.088579,0.062396,0.062396,0.074095,0.016713,True,False,False,True,False,0,
ivi,ivid,viv,id,vi,vid,0.045669,2022-02-25,251,vivid,255907,11687,1,2,10,29,33,21,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.013928,0.056267,0.013928,0.056267,0.030084,False,True,False,True,False,0,
ome,omer,hom,er,ho,mer,0.073425,2022-05-05,320,homer,85979,6313,0,3,16,26,24,19,12,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.038997,0.074095,0.030641,0.102507,0.074652,False,True,False,True,False,0,
ame,amer,gam,er,ga,mer,0.074953,2022-05-20,335,gamer,69884,5238,1,4,17,28,26,18,6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.028412,0.088579,0.030641,0.102507,0.074652,False,True,False,True,False,0,
air,airy,hai,ry,ha,iry,0.069229,2022-05-03,318,hairy,85817,5941,1,8,24,33,23,10,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.038997,0.088579,0.056267,0.074652,0.033983,False,True,True,False,True,0,
cra,crap,scr,ap,sc,rap,0.074431,2022-05-21,336,scrap,66814,4973,1,9,28,34,20,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.049025,0.039554,0.074652,0.088579,0.035655,False,False,False,True,False,0,
ose,oser,los,er,lo,ser,0.079463,2022-06-19,365,loser,55359,4399,1,10,28,32,19,8,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.062396,0.074095,0.049025,0.102507,0.074652,False,True,False,True,False,0,
obi,obin,rob,in,ro,bin,0.011709,2022-02-13,239,robin,277471,3249,1,6,29,34,21,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.074652,0.074095,0.017270,0.056267,0.049025,False,True,False,True,False,0,
ptl,ptly,apt,ly,ap,tly,0.097064,2022-10-31,499,aptly,26498,2572,0,3,26,41,23,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.088579,0.035655,0.072423,0.062396,0.033983,True,False,False,False,True,0,
ois,oist,moi,st,mo,ist,0.039250,2022-02-02,228,moist,361908,14205,3,13,32,29,16,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.030641,0.074095,0.056267,0.049025,0.072423,False,True,True,False,False,0,
eis,eist,hei,st,he,ist,0.066212,2022-04-26,311,heist,103153,6830,1,13,32,31,16,6,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.038997,0.102507,0.056267,0.049025,0.072423,False,True,True,False,False,0,
xis,xist,exi,st,ex,ist,0.098036,2022-10-18,486,exist,28612,2805,0,5,24,38,23,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.102507,0.003900,0.056267,0.049025,0.072423,True,False,True,False,False,0,
oun,ound,fou,nd,fo,und,0.061101,2022-03-28,282,found,173696,10613,1,6,17,22,20,21,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018384,0.074095,0.035655,0.049025,0.030084,False,True,True,False,False,0,
uga,ugar,sug,ar,su,gar,0.031505,2022-01-25,220,sugar,276404,8708,1,6,25,34,23,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.049025,0.035655,0.028412,0.088579,0.074652,False,True,False,True,False,0,
owl,owly,low,ly,lo,wly,0.062632,2022-03-31,285,lowly,135219,8469,0,2,9,26,32,24,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.062396,0.074095,0.016713,0.062396,0.033983,False,True,False,False,True,0,
oke,oken,wok,en,wo,ken,0.095020,2022-12-05,534,woken,23153,2200,0,2,10,25,36,23,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.016713,0.074095,0.019499,0.102507,0.049025,False,True,False,True,False,0,
tud,tudy,stu,dy,st,udy,0.936162,2022-11-30,529,study,2569,2405,0,6,30,33,19,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0.049025,0.072423,0.035655,0.030084,0.033983,False,False,True,False,True,0,
